0	-1	-1
0	0	-2
1	-1	-2
0	-2	-2
0	-1	-3
2	-2	-2
1	-2	-3
0	0	-4
1	-1	-4
0	-3	-3
0	-2	-4
2	-3	-3
2	-2	-4
1	-3	-4
0	-1	-5
1	-2	-5
0	-4	-4
3	-3	-4
0	-3	-5
2	-4	-4
0	0	-6
2	-3	-5
1	-1	-6
0	-2	-6
1	-4	-5
2	-2	-6
1	-3	-6
4	-4	-4
3	-4	-5
0	-5	-5
0	-1	-7
0	-4	-6
3	-3	-6
2	-5	-5
1	-2	-7
2	-4	-6
0	-3	-7
2	-3	-7
1	-5	-6
0	0	-8
4	-5	-5
1	-4	-7
1	-1	-8
4	-4	-6
0	-2	-8
3	-5	-6
2	-2	-8
0	-6	-6
3	-4	-7
1	-3	-8
0	-5	-7
2	-6	-6
2	-5	-7
0	-4	-8
3	-3	-8
0	-1	-9
2	-4	-8
5	-5	-6
1	-6	-7
1	-2	-9
4	-6	-6
4	-5	-7
1	-5	-8
0	-3	-9
3	-6	-7
2	-3	-9
4	-4	-8
3	-5	-8
1	-4	-9
0	-7	-7
0	-6	-8
0	0	-10
2	-7	-7
1	-1	-10
2	-6	-8
0	-2	-10
3	-4	-9
0	-5	-9
6	-6	-6
2	-2	-10
5	-6	-7
2	-5	-9
1	-3	-10
5	-5	-8
4	-7	-7
1	-7	-8
4	-6	-8
0	-4	-10
3	-3	-10
1	-6	-9
2	-4	-10
4	-5	-9
3	-7	-8
0	-1	-11
3	-6	-9
1	-5	-10
1	-2	-11
0	-8	-8
0	-7	-9
0	-3	-11
4	-4	-10
2	-8	-8
6	-7	-7
3	-5	-10
2	-7	-9
2	-3	-11
6	-6	-8
0	-6	-10
5	-7	-8
1	-4	-11
2	-6	-10
5	-6	-9
4	-8	-8
0	0	-12
4	-7	-9
3	-4	-11
1	-8	-9
0	-5	-11
1	-1	-12
0	-2	-12
5	-5	-10
2	-5	-11
1	-7	-10
4	-6	-10
2	-2	-12
3	-8	-9
1	-3	-12
3	-7	-10
1	-6	-11
0	-4	-12
7	-7	-8
4	-5	-11
3	-3	-12
0	-9	-9
6	-8	-8
2	-4	-12
0	-8	-10
6	-7	-9
3	-6	-11
2	-9	-9
2	-8	-10
5	-8	-9
1	-5	-12
0	-7	-11
0	-1	-13
6	-6	-10
5	-7	-10
2	-7	-11
1	-2	-13
4	-4	-12
4	-9	-9
3	-5	-12
0	-3	-13
4	-8	-10
0	-6	-12
5	-6	-11
1	-9	-10
2	-3	-13
2	-6	-12
4	-7	-11
1	-8	-11
1	-4	-13
3	-9	-10
8	-8	-8
7	-8	-9
5	-5	-12
3	-8	-11
3	-4	-13
1	-7	-12
0	-5	-13
4	-6	-12
0	0	-14
7	-7	-10
6	-9	-9
2	-5	-13
1	-1	-14
6	-8	-10
0	-10	-10
0	-2	-14
3	-7	-12
0	-9	-11
2	-10	-10
2	-2	-14
6	-7	-11
5	-9	-10
2	-9	-11
1	-6	-13
1	-3	-14
0	-8	-12
5	-8	-11
4	-5	-13
2	-8	-12
0	-4	-14
3	-6	-13
3	-3	-14
6	-6	-12
4	-10	-10
2	-4	-14
5	-7	-12
4	-9	-11
0	-7	-13
2	-7	-13
1	-10	-11
1	-5	-14
4	-8	-12
8	-9	-9
1	-9	-12
0	-1	-15
8	-8	-10
4	-4	-14
7	-9	-10
5	-6	-13
3	-10	-11
3	-5	-14
1	-2	-15
0	-6	-14
7	-8	-11
4	-7	-13
3	-9	-12
1	-8	-13
0	-3	-15
6	-10	-10
2	-6	-14
6	-9	-11
2	-3	-15
7	-7	-12
3	-8	-13
0	-11	-11
1	-4	-15
6	-8	-12
0	-10	-12
5	-10	-11
5	-5	-14
2	-11	-11
1	-7	-14
4	-6	-14
2	-10	-12
5	-9	-12
3	-4	-15
0	-9	-13
0	-5	-15
6	-7	-13
3	-7	-14
2	-9	-13
2	-5	-15
0	0	-16
5	-8	-13
4	-11	-11
1	-1	-16
4	-10	-12
0	-8	-14
0	-2	-16
9	-9	-10
1	-6	-15
8	-10	-10
2	-8	-14
2	-2	-16
8	-9	-11
4	-9	-13
4	-5	-15
1	-11	-12
1	-3	-16
6	-6	-14
7	-10	-11
5	-7	-14
3	-6	-15
1	-10	-13
8	-8	-12
0	-4	-16
7	-9	-12
3	-11	-12
3	-3	-16
0	-7	-15
4	-8	-14
2	-4	-16
6	-11	-11
3	-10	-13
2	-7	-15
1	-9	-14
6	-10	-12
7	-8	-13
1	-5	-16
6	-9	-13
5	-6	-15
3	-9	-14
4	-4	-16
0	-12	-12
5	-11	-12
4	-7	-15
3	-5	-16
1	-8	-15
0	-11	-13
0	-1	-17
2	-12	-12
0	-6	-16
7	-7	-14
5	-10	-13
2	-11	-13
1	-2	-17
6	-8	-14
2	-6	-16
0	-10	-14
3	-8	-15
0	-3	-17
10	-10	-10
2	-10	-14
9	-10	-11
5	-9	-14
2	-3	-17
4	-12	-12
9	-9	-12
8	-11	-11
4	-11	-13
5	-5	-16
1	-7	-16
0	-9	-15
1	-4	-17
8	-10	-12
4	-6	-16
6	-7	-15
2	-9	-15
4	-10	-14
8	-9	-13
7	-11	-12
5	-8	-15
3	-7	-16
1	-12	-13
3	-4	-17
0	-5	-17
7	-10	-13
1	-11	-14
2	-5	-17
0	-8	-16
4	-9	-15
3	-12	-13
8	-8	-14
6	-12	-12
2	-8	-16
0	0	-18
7	-9	-14
6	-11	-13
3	-11	-14
1	-10	-15
1	-6	-17
1	-1	-18
6	-6	-16
0	-2	-18
5	-7	-16
4	-5	-17
6	-10	-14
2	-2	-18
3	-10	-15
3	-6	-17
1	-3	-18
4	-8	-16
7	-8	-15
5	-12	-13
1	-9	-16
0	-13	-13
0	-7	-17
0	-12	-14
0	-4	-18
10	-11	-11
6	-9	-15
5	-11	-14
2	-13	-13
2	-7	-17
3	-3	-18
10	-10	-12
2	-12	-14
2	-4	-18
9	-11	-12
3	-9	-16
0	-11	-15
9	-10	-13
5	-10	-15
5	-6	-17
2	-11	-15
1	-5	-18
8	-12	-12
8	-11	-13
7	-7	-16
4	-13	-13
4	-7	-17
1	-8	-17
6	-8	-16
4	-12	-14
4	-4	-18
0	-10	-16
9	-9	-14
3	-5	-18
8	-10	-14
2	-10	-16
0	-6	-18
7	-12	-13
5	-9	-16
4	-11	-15
3	-8	-17
0	-1	-19
2	-6	-18
7	-11	-14
1	-13	-14
1	-2	-19
8	-9	-15
1	-12	-15
0	-9	-17
0	-3	-19
4	-10	-16
7	-10	-15
6	-13	-13
6	-7	-17
3	-13	-14
5	-5	-18
2	-9	-17
1	-7	-18
2	-3	-19
6	-12	-14
4	-6	-18
5	-8	-17
3	-12	-15
1	-11	-16
1	-4	-19
6	-11	-15
3	-7	-18
8	-8	-16
11	-11	-12
7	-9	-16
4	-9	-17
3	-11	-16
3	-4	-19
0	-5	-19
10	-12	-12
0	-8	-18
10	-11	-13
5	-13	-14
1	-10	-17
2	-5	-19
6	-10	-16
2	-8	-18
0	-14	-14
9	-12	-13
5	-12	-15
0	-13	-15
10	-10	-14
6	-6	-18
2	-14	-14
9	-11	-14
5	-7	-18
3	-10	-17
2	-13	-15
1	-6	-19
0	-12	-16
0	0	-20
8	-13	-13
7	-8	-17
5	-11	-16
4	-5	-19
1	-1	-20
8	-12	-14
4	-8	-18
2	-12	-16
0	-2	-20
9	-10	-15
6	-9	-17
3	-6	-19
1	-9	-18
4	-14	-14
2	-2	-20
8	-11	-15
4	-13	-15
0	-11	-17
0	-7	-19
1	-3	-20
7	-13	-14
5	-10	-17
3	-9	-18
2	-11	-17
2	-7	-19
4	-12	-16
0	-4	-20
9	-9	-16
7	-12	-15
3	-3	-20
8	-10	-16
2	-4	-20
7	-7	-18
5	-6	-19
1	-14	-15
6	-8	-18
0	-10	-18
7	-11	-16
4	-11	-17
4	-7	-19
1	-13	-16
1	-8	-19
1	-5	-20
6	-14	-14
2	-10	-18
6	-13	-15
5	-9	-18
3	-14	-15
12	-12	-12
4	-4	-20
11	-12	-13
8	-9	-17
3	-13	-16
3	-8	-19
1	-12	-17
3	-5	-20
6	-12	-16
0	-6	-20
11	-11	-14
10	-13	-13
7	-10	-17
10	-12	-14
4	-10	-18
2	-6	-20
3	-12	-17
0	-9	-19
0	-1	-21
10	-11	-15
9	-13	-14
6	-11	-17
5	-14	-15
6	-7	-19
2	-9	-19
1	-11	-18
1	-2	-21
9	-12	-15
5	-13	-16
5	-8	-19
5	-5	-20
0	-15	-15
1	-7	-20
0	-3	-21
8	-8	-18
4	-6	-20
0	-14	-16
7	-9	-18
3	-11	-18
2	-15	-15
2	-3	-21
10	-10	-16
8	-14	-14
2	-14	-16
9	-11	-16
8	-13	-15
5	-12	-17
4	-9	-19
3	-7	-20
0	-13	-17
1	-4	-21
6	-10	-18
2	-13	-17
1	-10	-19
8	-12	-16
0	-8	-20
4	-15	-15
3	-4	-21
0	-5	-21
4	-14	-16
2	-8	-20
0	-12	-18
9	-10	-17
7	-14	-15
5	-11	-18
3	-10	-19
2	-5	-21
6	-6	-20
2	-12	-18
8	-11	-17
7	-13	-16
7	-8	-19
4	-13	-17
5	-7	-20
6	-9	-19
1	-6	-21
4	-8	-20
12	-13	-13
7	-12	-17
1	-15	-16
4	-5	-21
1	-9	-20
0	-11	-19
12	-12	-14
4	-12	-18
0	0	-22
11	-13	-14
9	-9	-18
6	-15	-15
5	-10	-19
2	-11	-19
1	-14	-17
3	-6	-21
1	-1	-22
8	-10	-18
6	-14	-16
0	-2	-22
11	-12	-15
3	-15	-16
3	-9	-20
0	-7	-21
10	-14	-14
2	-2	-22
10	-13	-15
7	-11	-18
6	-13	-17
3	-14	-17
1	-13	-18
2	-7	-21
1	-3	-22
11	-11	-16
7	-7	-20
4	-11	-19
10	-12	-16
6	-8	-20
0	-10	-20
0	-4	-22
9	-14	-15
3	-13	-18
5	-6	-21
3	-3	-22
6	-12	-18
2	-10	-20
2	-4	-22
9	-13	-16
8	-9	-19
5	-15	-16
5	-9	-20
4	-7	-21
1	-12	-19
1	-8	-21
10	-11	-17
7	-10	-19
5	-14	-17
1	-5	-22
0	-16	-16
9	-12	-17
8	-15	-15
3	-12	-19
3	-8	-21
0	-15	-17
8	-14	-16
4	-10	-20
2	-16	-16
4	-4	-22
6	-11	-19
5	-13	-18
2	-15	-17
3	-5	-22
0	-14	-18
0	-6	-22
8	-13	-17
1	-11	-20
0	-9	-21
10	-10	-18
